,0
166,0.7124184564620778
167,0.6285158585554087
168,0.5413449402905551
169,0.47153273354034525
170,0.43404776863077804
171,0.4345907953804309
172,0.46816700656198507
173,0.5197612161156551
174,0.5677431729948883
175,0.5902620900035574
176,0.572917543025795
177,0.5141261790376829
178,0.4250823567087274
179,0.32425126866204274
180,0.5399781400939335
181,0.5774843063540306
182,0.6143393490792199
183,0.6405134854955479
184,0.6458246333923355
185,0.6244298993879206
186,0.5780783944696395
187,0.516269935358305
188,0.4532957470989355
189,0.40379382643287115
190,0.3786724082323603
191,0.38228302155897537
192,0.4109141533262257
193,0.45286903670303247
194,0.49092140807947254
195,0.5074572969861622
196,0.49083456459892394
197,0.4398991054767603
198,0.36401742126216774
199,0.2785485551410115
200,0.4818061475332975
201,0.5007683940126716
202,0.5181770936143267
203,0.5281394207902355
204,0.5247076916050262
205,0.5045874316689348
206,0.46912054088230615
207,0.4244307461585277
208,0.37969482732009147
209,0.34446285997711756
210,0.32606275959078324
211,0.3275787885976181
212,0.34652864759615026
213,0.3746324355172918
214,0.39943194905985274
215,0.4080481169710156
216,0.39194759637589405
217,0.3503683682175863
218,0.2903839913812859
219,0.2235330928815949
220,0.43664212085925913
221,0.4430053791044618
222,0.44723378614426973
223,0.44626412172747
224,0.43703757449946484
225,0.417975220037637
226,0.3900725391417104
227,0.35700987097733383
228,0.32424409509822144
229,0.29754416611747486
230,0.28148003544461775
231,0.2781041082365643
232,0.28594851059178406
233,0.29971076631160337
234,0.311230397130715
235,0.3119823313761399
236,0.29630674093301107
237,0.2637526244523736
238,0.21914374560941755
239,0.17030859540890803
240,0.4028148897498856
241,0.4017233202772475
242,0.3981937088217044
243,0.39086276099120404
244,0.3784014649150517
245,0.3602399951031592
246,0.33711306896776205
247,0.3111304737386074
248,0.2853467706331598
249,0.2630338008775053
250,0.2468741161976973
251,0.23817650127218606
252,0.23620818308688898
253,0.23792396040449856
254,0.23850468491312737
255,0.23285854998676012
256,0.21759962907449465
257,0.19249492733816534
258,0.16051668539149835
259,0.12645992394624328
260,0.37721371270316195
261,0.3723030471908528
262,0.3648469647005087
263,0.3543841582232534
264,0.34049926286946264
265,0.32314194837196997
266,0.3028701564414784
267,0.2808869978941346
268,0.258854991587105
269,0.23856522949276612
270,0.22154075373392776
271,0.20861019592524713
272,0.19951256858456984
273,0.19271141266624245
274,0.18566583972600054
275,0.17565007934386453
276,0.160849310834353
277,0.14116668270231764
278,0.11825863466811702
279,0.09477438236284091
280,0.356842192389927
281,0.3502949452494428
282,0.3412110879061514
283,0.32955205433823276
284,0.31532770319425085
285,0.29871964584778604
286,0.2801757324833699
287,0.26042379518884073
288,0.2403959023684548
289,0.22108806144357815
290,0.2033786024987879
291,0.18781541418848274
292,0.17440598629762097
293,0.16250869179118188
294,0.150956854652415
295,0.138464070767563
296,0.12417314318989883
297,0.10806313010107739
298,0.09097079594826522
299,0.07421348642109238
300,0.3395274443308018
301,0.33247633886923866
302,0.3229559340126138
303,0.31110088904941763
304,0.2970931198964646
305,0.2812006383328027
306,0.2638063057858515
307,0.24540808413205942
308,0.22658682871171928
309,0.20794807562036066
310,0.1900425525998963
311,0.1732672979961898
312,0.15776409004891434
313,0.14336309299982486
314,0.1296339883046505
315,0.1160674215860672
316,0.10232393439097424
317,0.08842018091314745
318,0.07474135167736921
319,0.06187349347001038
320,0.3239706347736201
321,0.3169269184644128
322,0.30750552122260477
323,0.2959005360551377
324,0.2823511404453928
325,0.26714782846181445
326,0.25063512294255924
327,0.23320512241499863
328,0.21528049386311968
329,0.19728818141575663
330,0.17962405545075272
331,0.1626085242943499
332,0.14644046856837933
333,0.13117023264987862
334,0.11671803151397286
335,0.10294736119359854
336,0.08976746555043577
337,0.07721118765217416
338,0.0654424055959162
339,0.054690204428397345
340,0.3095036935488957
341,0.3026660823177741
342,0.2935495336285974
343,0.2823619036048376
344,0.26935391903011524
345,0.2548142579930285
346,0.2390631207780445
347,0.22244300771174344
348,0.20530650012339474
349,0.18800133255482426
350,0.17085252487566022
351,0.15414150949046426
352,0.1380852293532806
353,0.12282325564057552
354,0.10842292982167312
355,0.09490610402585502
356,0.08228773591315149
357,0.07060626977578903
358,0.059928642260299814
359,0.05032864815417282
360,0.29581969110279377
361,0.2892509935109719
362,0.2805018122479397
363,0.2697776818395041
364,0.25732497370957574
365,0.2434227356696363
366,0.2283735650600686
367,0.21249355973515607
368,0.19610161534189688
369,0.17950835027789944
370,0.16300469667123074
371,0.1468502713689461
372,0.13126269334272536
373,0.11641069003907778
374,0.10241440449790687
375,0.08935405903036817
376,0.07728359586088812
377,0.06624241733726913
378,0.0562592999838374
379,0.04734786400094999
380,0.28278488576206723
381,0.2764963869992305
382,0.26812284112707896
383,0.257862612578294
384,0.2459530384102896
385,0.2326616322770538
386,0.21827646385619132
387,0.20309610927960875
388,0.18741959814154274
389,0.17153672876868917
390,0.15571899798287014
391,0.14021137329626515
392,0.12522540948897598
393,0.11093465813140302
394,0.09747341705326631
395,0.08493911189121577
396,0.07339717209168337
397,0.06288616619926131
398,0.05342122477946448
399,0.04499537232697587
